53,61,84,27996,61606,17817,8310,4331,11473,7736,40681,0,0
attention,meditation,rawValue,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-40,0,0,0,0,0,0,0,0,0,0
0,0,-53,0,0,0,0,0,0,0,0,0,0
0,0,-53,0,0,0,0,0,0,0,0,0,0
0,0,-27,0,0,0,0,0,0,0,0,0,0
0,0,37,0,0,0,0,0,0,0,0,0,0
0,0,37,0,0,0,0,0,0,0,0,0,0
47,57,89,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,55,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,121,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,115,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,115,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,132,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,132,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,132,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,192,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,348,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,348,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,178,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,61,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,61,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,0,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,21,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,41,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,41,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,26,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,27,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,27,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,58,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,53,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,53,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,81,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,81,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,34,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,28,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,28,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,52,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,117,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,121,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,121,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,24,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,-28,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,-28,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,-97,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,-44,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,-44,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,34,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,8,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,55,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,55,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,76,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,145,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,92,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,92,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,90,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,150,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,114,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,119,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,124,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,124,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,100,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,192,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,192,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,147,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,36,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,36,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,36,510803,49414,17262,7356,2804,2113,854,3453,0,0
47,57,8,510803,49414,17262,7356,2804,2113,854,3453,0,0
51,56,1,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,22,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,-49,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,34,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,34,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,56,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,53,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,417,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,417,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,417,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,481,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,119,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,-21,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,88,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,88,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,-228,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,-214,153738,25495,1529,8478,2860,3864,1365,13919,0,0
51,56,-214,153738,25495,1529,8478,2860,3864,1365,13919,0,0
